state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
kerala,thiruvananthapuram,aralamoodu,amphophalus,amphophalus,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,banana - green,banana - green,faq,2023-07-29,3000.0,4000.0,4000.0
kerala,thiruvananthapuram,aralamoodu,beetroot,beetroot,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,bhindi(ladies finger),bhindi,faq,2023-07-29,3000.0,4000.0,4000.0
kerala,thiruvananthapuram,aralamoodu,bitter gourd,bitter gourd,faq,2023-07-29,5000.0,5000.0,5000.0
kerala,thiruvananthapuram,aralamoodu,brinjal,brinjal,faq,2023-07-29,2000.0,4000.0,4000.0
kerala,thiruvananthapuram,aralamoodu,cabbage,cabbage,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,carrot,carrot,faq,2023-07-29,3000.0,7000.0,7000.0
kerala,thiruvananthapuram,aralamoodu,cauliflower,cauliflower,faq,2023-07-29,5000.0,5000.0,5000.0
kerala,thiruvananthapuram,aralamoodu,cowpea(veg),cowpea (veg),faq,2023-07-29,5000.0,5000.0,5000.0
kerala,thiruvananthapuram,aralamoodu,cucumbar(kheera),cucumbar,faq,2023-07-29,1000.0,1000.0,1000.0
kerala,thiruvananthapuram,aralamoodu,drumstick,drumstick,faq,2023-07-29,4000.0,5000.0,5000.0
kerala,thiruvananthapuram,aralamoodu,green chilli,green chilly,faq,2023-07-29,8000.0,8000.0,8000.0
kerala,thiruvananthapuram,aralamoodu,lemon,other,faq,2023-07-29,5000.0,5000.0,5000.0
kerala,thiruvananthapuram,aralamoodu,mango (raw-ripe),mango - raw-ripe,faq,2023-07-29,4000.0,6000.0,6000.0
kerala,thiruvananthapuram,aralamoodu,onion,onion,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,potato,potato,faq,2023-07-29,3500.0,3500.0,3500.0
kerala,thiruvananthapuram,aralamoodu,pumpkin,pumpkin,faq,2023-07-29,1500.0,2000.0,2000.0
kerala,thiruvananthapuram,aralamoodu,snakeguard,snakeguard,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,tapioca,tapioca,faq,2023-07-29,3000.0,3000.0,3000.0
kerala,thiruvananthapuram,aralamoodu,tomato,tomato,faq,2023-07-29,8000.0,10000.0,10000.0
kerala,thiruvananthapuram,maranelloor,banana,nendra bale,large,2023-07-29,4000.0,4500.0,4200.0
kerala,thiruvananthapuram,maranelloor,banana,nendra bale,medium,2023-07-29,3500.0,3900.0,3800.0
kerala,thiruvananthapuram,maranelloor,banana,nendra bale,small,2023-07-29,2500.0,3000.0,2800.0
kerala,thiruvananthapuram,maranelloor,banana,palayamthodan,large,2023-07-29,2300.0,2500.0,2400.0
kerala,thiruvananthapuram,maranelloor,banana,palayamthodan,medium,2023-07-29,2000.0,2200.0,2100.0
kerala,thiruvananthapuram,maranelloor,banana,palayamthodan,small,2023-07-29,1700.0,1900.0,1800.0
kerala,thiruvananthapuram,maranelloor,banana,poovan,large,2023-07-29,6000.0,6500.0,6400.0
kerala,thiruvananthapuram,maranelloor,banana,poovan,medium,2023-07-29,4000.0,5500.0,4500.0
kerala,thiruvananthapuram,maranelloor,banana,poovan,small,2023-07-29,3000.0,3800.0,3500.0
kerala,thiruvananthapuram,maranelloor,banana,red banana,large,2023-07-29,5000.0,5200.0,5100.0
kerala,thiruvananthapuram,maranelloor,banana,red banana,medium,2023-07-29,4000.0,4800.0,4500.0
kerala,thiruvananthapuram,maranelloor,banana,red banana,small,2023-07-29,3000.0,3800.0,3500.0
kerala,thiruvananthapuram,maranelloor,banana,robusta,large,2023-07-29,2500.0,2700.0,2600.0
kerala,thiruvananthapuram,maranelloor,banana,robusta,medium,2023-07-29,2100.0,2300.0,2200.0
kerala,thiruvananthapuram,maranelloor,banana,robusta,small,2023-07-29,1800.0,2000.0,1900.0
kerala,thiruvananthapuram,nedumangadu,bitter gourd,other,faq,2023-07-29,6500.0,7700.0,7700.0
kerala,thiruvananthapuram,nedumangadu,brinjal,other,faq,2023-07-29,5500.0,6300.0,5600.0
kerala,thiruvananthapuram,nedumangadu,elephant yam (suran),elephant yam (suran),faq,2023-07-29,5200.0,5300.0,5300.0
kerala,thiruvananthapuram,nedumangadu,pumpkin,other,faq,2023-07-29,2400.0,3600.0,3600.0
kerala,thiruvananthapuram,neyyatinkara,amaranthus,amaranthus,faq,2023-07-29,3500.0,4000.0,3700.0
kerala,thiruvananthapuram,neyyatinkara,amphophalus,amphophalus,faq,2023-07-29,4100.0,4500.0,4200.0
kerala,thiruvananthapuram,neyyatinkara,banana - green,banana - green,faq,2023-07-29,5500.0,6000.0,5700.0
kerala,thiruvananthapuram,neyyatinkara,beetroot,beetroot,faq,2023-07-29,4500.0,5000.0,4800.0
kerala,thiruvananthapuram,neyyatinkara,bhindi(ladies finger),bhindi,faq,2023-07-29,3500.0,4000.0,3800.0
kerala,thiruvananthapuram,neyyatinkara,bitter gourd,bitter gourd,faq,2023-07-29,6400.0,7000.0,6600.0
kerala,thiruvananthapuram,neyyatinkara,brinjal,brinjal,faq,2023-07-29,4500.0,5000.0,4800.0
kerala,thiruvananthapuram,neyyatinkara,cabbage,other,faq,2023-07-29,3300.0,4000.0,3600.0
kerala,thiruvananthapuram,neyyatinkara,carrot,other,faq,2023-07-29,3500.0,4000.0,3800.0
kerala,thiruvananthapuram,neyyatinkara,cluster beans,other,faq,2023-07-29,7500.0,8000.0,7700.0
kerala,thiruvananthapuram,neyyatinkara,colacasia,colacasia,faq,2023-07-29,3600.0,4000.0,3700.0
kerala,thiruvananthapuram,neyyatinkara,coriander(leaves),coriander,faq,2023-07-29,7400.0,8000.0,7600.0
kerala,thiruvananthapuram,neyyatinkara,cucumbar(kheera),cucumbar,faq,2023-07-29,2500.0,3000.0,2800.0
kerala,thiruvananthapuram,neyyatinkara,drumstick,drumstick,faq,2023-07-29,5400.0,6000.0,5600.0
kerala,thiruvananthapuram,neyyatinkara,duster beans,other,faq,2023-07-29,4100.0,4500.0,4200.0
kerala,thiruvananthapuram,neyyatinkara,ginger(green),green ginger,faq,2023-07-29,20000.0,24000.0,22000.0
kerala,thiruvananthapuram,neyyatinkara,green chilli,green chilly,faq,2023-07-29,8500.0,9000.0,8800.0
kerala,thiruvananthapuram,neyyatinkara,pumpkin,other,faq,2023-07-29,3500.0,4000.0,3700.0
kerala,thiruvananthapuram,neyyatinkara,snakeguard,other,faq,2023-07-29,3500.0,4000.0,3700.0
kerala,thiruvananthapuram,neyyatinkara,tapioca,tapioca,faq,2023-07-29,4500.0,5000.0,4800.0
kerala,thiruvananthapuram,neyyatinkara,tomato,tomato,faq,2023-07-29,8000.0,12000.0,10000.0
kerala,wayanad,kalpetta,ashgourd,other,faq,2023-07-29,1200.0,1300.0,1300.0
kerala,wayanad,kalpetta,banana - green,other,faq,2023-07-29,2800.0,2900.0,2900.0
kerala,wayanad,kalpetta,bitter gourd,other,faq,2023-07-29,2500.0,2600.0,2600.0
kerala,wayanad,kalpetta,black pepper,other,faq,2023-07-29,54000.0,55000.0,55000.0
kerala,wayanad,kalpetta,brinjal,other,faq,2023-07-29,2000.0,2100.0,2100.0
kerala,wayanad,kalpetta,coffee,other,faq,2023-07-29,24000.0,24100.0,24100.0
kerala,wayanad,kalpetta,cowpea(veg),other,faq,2023-07-29,2400.0,2500.0,2500.0
kerala,wayanad,kalpetta,green chilli,green chilly,faq,2023-07-29,3400.0,3500.0,3500.0
kerala,wayanad,kalpetta,pumpkin,other,faq,2023-07-29,1200.0,1300.0,1300.0
kerala,wayanad,kalpetta,rubber,other,faq,2023-07-29,13500.0,13600.0,13600.0
kerala,wayanad,kalpetta,snakeguard,other,faq,2023-07-29,2300.0,2400.0,2400.0
kerala,wayanad,pulpally,amaranthus,other,faq,2023-07-29,2200.0,2400.0,2300.0
kerala,wayanad,pulpally,banana,other,medium,2023-07-29,2800.0,3000.0,2900.0
kerala,wayanad,pulpally,bitter gourd,other,faq,2023-07-29,4100.0,4300.0,4200.0
kerala,wayanad,pulpally,coffee,other,faq,2023-07-29,14000.0,14200.0,14100.0
kerala,wayanad,pulpally,cowpea(veg),other,faq,2023-07-29,2400.0,2600.0,2500.0
kerala,wayanad,pulpally,cucumbar(kheera),other,faq,2023-07-29,1500.0,1700.0,1600.0
kerala,wayanad,pulpally,green chilli,other,faq,2023-07-29,4500.0,4700.0,4600.0
kerala,wayanad,pulpally,paddy(dhan)(common),other,faq,2023-07-29,2150.0,2170.0,2160.0
kerala,wayanad,pulpally,pepper ungarbled,other,faq,2023-07-29,55500.0,55700.0,55600.0
kerala,wayanad,pulpally,pumpkin,other,faq,2023-07-29,800.0,1000.0,900.0
kerala,wayanad,pulpally,rubber,other,faq,2023-07-29,15000.0,15200.0,15100.0
madhya pradesh,bhind,alampur,wheat,other,faq,2023-07-29,2200.0,2308.0,2250.0
madhya pradesh,burhanpur,burhanpur,arhar (tur/red gram)(whole),other,faq,2023-07-29,7000.0,7000.0,7000.0
madhya pradesh,dewas,khategaon,wheat,other,faq,2023-07-29,2000.0,2800.0,2350.0
madhya pradesh,dhar,dhar(f&v),banana,other,medium,2023-07-29,2000.0,4000.0,3500.0
madhya pradesh,dhar,dhar(f&v),brinjal,other,faq,2023-07-29,1200.0,2000.0,1600.0
madhya pradesh,dhar,dhar(f&v),cucumbar(kheera),other,faq,2023-07-29,1000.0,2000.0,1500.0
madhya pradesh,dhar,dhar(f&v),ginger(green),green ginger,faq,2023-07-29,4000.0,6000.0,4500.0
madhya pradesh,khargone,khargone,bhindi(ladies finger),bhindi,faq,2023-07-29,500.0,1200.0,800.0
madhya pradesh,khargone,khargone,bitter gourd,bitter gourd,faq,2023-07-29,1000.0,2000.0,1500.0
madhya pradesh,khargone,khargone,bottle gourd,bottle gourd,faq,2023-07-29,500.0,800.0,600.0
madhya pradesh,khargone,khargone,brinjal,arkasheela mattigulla,faq,2023-07-29,500.0,1000.0,700.0
madhya pradesh,khargone,khargone,cabbage,cabbage,faq,2023-07-29,500.0,1000.0,800.0
madhya pradesh,khargone,khargone,cluster beans,cluster beans,faq,2023-07-29,800.0,1000.0,900.0
madhya pradesh,khargone,khargone,cucumbar(kheera),cucumbar,faq,2023-07-29,500.0,800.0,600.0
madhya pradesh,khargone,khargone,green chilli,green chilly,faq,2023-07-29,800.0,2000.0,1500.0
madhya pradesh,khargone,khargone,onion,1st sort,faq,2023-07-29,500.0,800.0,600.0
madhya pradesh,khargone,khargone,potato,(red nanital),faq,2023-07-29,800.0,1200.0,900.0
madhya pradesh,khargone,khargone,pumpkin,other,faq,2023-07-29,500.0,800.0,600.0
madhya pradesh,khargone,khargone,spinach,other,faq,2023-07-29,500.0,800.0,600.0
madhya pradesh,khargone,khargone,sponge gourd,other,faq,2023-07-29,800.0,1500.0,1000.0
madhya pradesh,khargone,khargone,tomato,deshi,faq,2023-07-29,1000.0,3000.0,2000.0
madhya pradesh,panna,simariya,wheat,147 average,faq,2023-07-29,1950.0,2075.0,2038.0
madhya pradesh,rajgarh,khilchipur,wheat,147 average,faq,2023-07-29,2300.0,2350.0,2320.0
madhya pradesh,rajgarh,narsinghgarh,bhindi(ladies finger),bhindi,faq,2023-07-29,300.0,1260.0,320.0
madhya pradesh,rajgarh,narsinghgarh,brinjal,arkasheela mattigulla,faq,2023-07-29,250.0,1250.0,320.0
madhya pradesh,rajgarh,narsinghgarh,cauliflower,african sarson,faq,2023-07-29,125.0,690.0,220.0
madhya pradesh,rajgarh,narsinghgarh,coriander(leaves),coriander,faq,2023-07-29,500.0,1400.0,650.0
madhya pradesh,rajgarh,narsinghgarh,green chilli,other,faq,2023-07-29,1800.0,4500.0,1900.0
madhya pradesh,rajgarh,narsinghgarh,potato,other,faq,2023-07-29,510.0,1400.0,620.0
madhya pradesh,rajgarh,narsinghgarh,sponge gourd,sponge gourd,faq,2023-07-29,1000.0,2500.0,1200.0
madhya pradesh,ratlam,a lot,soyabean,yellow,faq,2023-07-29,4904.0,5111.0,4993.0
madhya pradesh,ratlam,a lot,wheat,medium,faq,2023-07-29,2256.0,2333.0,2290.0
madhya pradesh,sagar,bamora,wheat,other,faq,2023-07-29,2121.0,2121.0,2121.0
madhya pradesh,sagar,malthone,soyabean,other,faq,2023-07-29,5100.0,5300.0,5200.0
madhya pradesh,sagar,malthone,wheat,dara mill quality,faq,2023-07-29,2000.0,2225.0,2180.0
madhya pradesh,shajapur,agar,wheat,other,faq,2023-07-29,2125.0,2125.0,2125.0
madhya pradesh,shajapur,kalapipal,bengal gram(gram)(whole),desi (f.a.q. split),faq,2023-07-29,3690.0,4655.0,4275.0
madhya pradesh,shajapur,kalapipal,bengal gram(gram)(whole),kabul,faq,2023-07-29,3895.0,5985.0,5320.0
madhya pradesh,shajapur,kalapipal,lentil (masur)(whole),other,faq,2023-07-29,4980.0,5790.0,5460.0
madhya pradesh,shajapur,kalapipal,mustard,other,faq,2023-07-29,4535.0,5510.0,5070.0
madhya pradesh,shajapur,kalapipal,onion,other,faq,2023-07-29,220.0,1360.0,850.0
madhya pradesh,shajapur,kalapipal,soyabean,yellow,faq,2023-07-29,4595.0,5135.0,4970.0
madhya pradesh,shajapur,kalapipal,wheat,lokwan,faq,2023-07-29,1965.0,2390.0,2240.0
madhya pradesh,shajapur,kalapipal,wheat,mill quality,faq,2023-07-29,1870.0,2140.0,2055.0
madhya pradesh,shajapur,kalapipal,wheat,mp sharbati,faq,2023-07-29,2530.0,2975.0,2710.0
madhya pradesh,shajapur,shajapur,wheat,other,faq,2023-07-29,2250.0,2290.0,2250.0
madhya pradesh,shajapur,shajapur(f&v),onion,other,faq,2023-07-29,300.0,1400.0,700.0
madhya pradesh,shivpuri,khatora,soyabean,other,faq,2023-07-29,4355.0,4410.0,4395.0
madhya pradesh,shivpuri,shivpuri(f&v),bhindi(ladies finger),other,faq,2023-07-29,1100.0,1100.0,1100.0
madhya pradesh,shivpuri,shivpuri(f&v),bottle gourd,other,faq,2023-07-29,900.0,900.0,900.0
madhya pradesh,shivpuri,shivpuri(f&v),brinjal,other,faq,2023-07-29,800.0,800.0,800.0
madhya pradesh,shivpuri,shivpuri(f&v),cucumbar(kheera),cucumbar,faq,2023-07-29,1100.0,1100.0,1100.0
madhya pradesh,shivpuri,shivpuri(f&v),green chilli,other,faq,2023-07-29,1400.0,1400.0,1400.0
madhya pradesh,shivpuri,shivpuri(f&v),potato,other,faq,2023-07-29,1000.0,1000.0,1000.0
madhya pradesh,shivpuri,shivpuri(f&v),pumpkin,other,faq,2023-07-29,700.0,700.0,700.0
madhya pradesh,shivpuri,shivpuri(f&v),raddish,raddish,faq,2023-07-29,900.0,900.0,900.0
madhya pradesh,shivpuri,shivpuri(f&v),ridgeguard(tori),other,faq,2023-07-29,1300.0,1300.0,1300.0
madhya pradesh,shivpuri,shivpuri(f&v),spinach,other,faq,2023-07-29,800.0,800.0,800.0
madhya pradesh,shivpuri,shivpuri(f&v),tinda,other,faq,2023-07-29,1300.0,1300.0,1300.0
maharashtra,ahmednagar,jamkhed,onion,local,faq,2023-07-29,100.0,1600.0,850.0
maharashtra,ahmednagar,karjat,paddy(dhan)(common),other,faq,2023-07-29,2200.0,2400.0,2300.0
maharashtra,ahmednagar,karjat,rice,other,faq,2023-07-29,4000.0,5600.0,4800.0
maharashtra,ahmednagar,rahata,bengal gram(gram)(whole),other,faq,2023-07-29,4000.0,4000.0,4000.0
maharashtra,ahmednagar,rahata,bhindi(ladies finger),other,faq,2023-07-29,2000.0,3000.0,2500.0
maharashtra,ahmednagar,rahata,bitter gourd,other,faq,2023-07-29,2000.0,2500.0,2200.0
maharashtra,ahmednagar,rahata,bottle gourd,other,faq,2023-07-29,1000.0,1000.0,1000.0
maharashtra,ahmednagar,rahata,brinjal,other,faq,2023-07-29,1500.0,2500.0,2000.0
maharashtra,ahmednagar,rahata,cabbage,other,faq,2023-07-29,500.0,500.0,500.0
maharashtra,ahmednagar,rahata,carrot,other,faq,2023-07-29,1500.0,1500.0,1500.0
maharashtra,ahmednagar,rahata,cauliflower,other,faq,2023-07-29,200.0,500.0,300.0
maharashtra,ahmednagar,rahata,coriander(leaves),other,faq,2023-07-29,2.0,5.0,3.0
maharashtra,ahmednagar,rahata,cucumbar(kheera),other,faq,2023-07-29,500.0,1000.0,800.0
maharashtra,ahmednagar,rahata,drumstick,other,faq,2023-07-29,2000.0,2000.0,2000.0
maharashtra,ahmednagar,rahata,garlic,other,faq,2023-07-29,13000.0,13000.0,13000.0
maharashtra,ahmednagar,rahata,ginger(green),other,faq,2023-07-29,16000.0,16000.0,16000.0
maharashtra,ahmednagar,rahata,green chilli,other,faq,2023-07-29,2000.0,3000.0,2500.0
maharashtra,ahmednagar,rahata,methi(leaves),other,faq,2023-07-29,7.0,7.0,7.0
maharashtra,ahmednagar,rahata,onion green,other,faq,2023-07-29,20.0,20.0,20.0
maharashtra,ahmednagar,rahata,potato,other,faq,2023-07-29,1500.0,1500.0,1500.0
maharashtra,ahmednagar,rahata,ridgeguard(tori),other,faq,2023-07-29,2000.0,2000.0,2000.0
maharashtra,ahmednagar,rahata,spinach,other,faq,2023-07-29,5.0,5.0,5.0
maharashtra,ahmednagar,rahata,tomato,other,faq,2023-07-29,2000.0,5500.0,3700.0
maharashtra,ahmednagar,rahata,wheat,other,faq,2023-07-29,2408.0,2576.0,2450.0
maharashtra,ahmednagar,rahuri,bhindi(ladies finger),other,faq,2023-07-29,1000.0,3500.0,2250.0
maharashtra,ahmednagar,rahuri,bitter gourd,other,faq,2023-07-29,600.0,4000.0,2300.0
maharashtra,ahmednagar,rahuri,bottle gourd,other,faq,2023-07-29,400.0,1200.0,800.0
maharashtra,ahmednagar,rahuri,brinjal,other,faq,2023-07-29,500.0,4500.0,2500.0
maharashtra,ahmednagar,rahuri,cabbage,other,faq,2023-07-29,500.0,1500.0,1000.0
maharashtra,ahmednagar,rahuri,cauliflower,other,faq,2023-07-29,500.0,3000.0,1750.0
maharashtra,ahmednagar,rahuri,chilly capsicum,other,faq,2023-07-29,4500.0,6000.0,5250.0
maharashtra,ahmednagar,rahuri,coriander(leaves),other,faq,2023-07-29,2.0,10.0,5.0
maharashtra,ahmednagar,rahuri,cucumbar(kheera),other,faq,2023-07-29,300.0,1300.0,800.0
maharashtra,ahmednagar,rahuri,drumstick,other,faq,2023-07-29,2000.0,4000.0,3000.0
maharashtra,ahmednagar,rahuri,garlic,other,faq,2023-07-29,9000.0,11000.0,10000.0
maharashtra,ahmednagar,rahuri,ginger(green),other,faq,2023-07-29,9000.0,15000.0,12000.0
maharashtra,ahmednagar,rahuri,green chilli,other,faq,2023-07-29,2000.0,5000.0,3500.0
maharashtra,ahmednagar,rahuri,guar,other,faq,2023-07-29,6000.0,10000.0,8000.0
maharashtra,ahmednagar,rahuri,lime,other,faq,2023-07-29,1200.0,1500.0,1350.0
maharashtra,ahmednagar,rahuri,potato,other,faq,2023-07-29,1300.0,2100.0,1700.0
maharashtra,ahmednagar,rahuri,tomato,other,faq,2023-07-29,3000.0,9000.0,6000.0
maharashtra,ahmednagar,rahuri(vambori),onion,other,faq,2023-07-29,100.0,1800.0,1100.0
maharashtra,ahmednagar,sangamner,cauliflower,other,faq,2023-07-29,200.0,700.0,450.0
maharashtra,ahmednagar,sangamner,groundnut,other,faq,2023-07-29,5000.0,7150.0,6075.0
maharashtra,ahmednagar,sangamner,pomegranate,other,faq,2023-07-29,3000.0,15000.0,9000.0
maharashtra,ahmednagar,sangamner,tomato,other,faq,2023-07-29,3500.0,11500.0,7500.0
maharashtra,aurangabad,paithan,bajra(pearl millet/cumbu),other,faq,2023-07-29,2290.0,2361.0,2351.0
maharashtra,aurangabad,paithan,bengal gram(gram)(whole),other,faq,2023-07-29,4600.0,4600.0,4600.0
maharashtra,aurangabad,paithan,jowar(sorghum),red,faq,2023-07-29,3580.0,3580.0,3580.0
maharashtra,aurangabad,paithan,wheat,bansi,faq,2023-07-29,2336.0,2476.0,2352.0
maharashtra,hingoli,basmat(kurunda),turmeric,other,faq,2023-07-29,9000.0,20625.0,13500.0
maharashtra,hingoli,gajanan krushi utpanna bazar (india) pvt ltd,turmeric,other,faq,2023-07-29,9200.0,21000.0,11602.0
maharashtra,jalana,bhokardan,bajra(pearl millet/cumbu),other,faq,2023-07-29,2110.0,2250.0,2200.0
maharashtra,jalana,bhokardan,maize,yellow,faq,2023-07-29,2000.0,2200.0,2100.0
maharashtra,jalana,bhokardan,soyabean,yellow,faq,2023-07-29,4800.0,5000.0,4900.0
maharashtra,jalana,bhokardan,wheat,other,faq,2023-07-29,2050.0,2200.0,2100.0
maharashtra,jalana,bhokardan(pimpalgaon renu),green chilli,other,faq,2023-07-29,3800.0,4100.0,4000.0
maharashtra,jalgaon,yawal,banana,other,faq,2023-07-29,1650.0,1850.0,1750.0
maharashtra,jalgaon,yawal,cotton,other,faq,2023-07-29,5990.0,6650.0,6380.0
maharashtra,jalgaon,yawal,maize,yellow,faq,2023-07-29,1375.0,1670.0,1530.0
maharashtra,jalgaon,yawal,wheat,other,faq,2023-07-29,2400.0,2910.0,2650.0
maharashtra,kolhapur,kolhapur,apple,other,faq,2023-07-29,6500.0,15000.0,13000.0
maharashtra,kolhapur,kolhapur,brinjal,other,faq,2023-07-29,1500.0,8000.0,4700.0
maharashtra,kolhapur,kolhapur,cabbage,other,faq,2023-07-29,600.0,1500.0,1000.0
maharashtra,kolhapur,kolhapur,cauliflower,other,faq,2023-07-29,500.0,1250.0,850.0
maharashtra,kolhapur,kolhapur,coriander(leaves),other,faq,2023-07-29,2000.0,4000.0,3000.0
maharashtra,kolhapur,kolhapur,green chilli,other,faq,2023-07-29,2500.0,10000.0,6000.0
maharashtra,kolhapur,kolhapur,lime,other,faq,2023-07-29,750.0,3000.0,1750.0
maharashtra,kolhapur,kolhapur,methi(leaves),other,faq,2023-07-29,2500.0,4000.0,3250.0
maharashtra,kolhapur,kolhapur,onion,other,faq,2023-07-29,600.0,1900.0,1200.0
maharashtra,kolhapur,kolhapur,tomato,other,faq,2023-07-29,3000.0,10000.0,6000.0
maharashtra,nagpur,nagpur,arhar (tur/red gram)(whole),other,faq,2023-07-29,8750.0,9850.0,9575.0
maharashtra,nagpur,nagpur,bengal gram(gram)(whole),other,faq,2023-07-29,4500.0,5168.0,4834.0
maharashtra,nagpur,nagpur,garlic,other,faq,2023-07-29,6000.0,14000.0,10250.0
maharashtra,nagpur,nagpur,ginger(green),other,faq,2023-07-29,5000.0,15000.0,12500.0
maharashtra,nagpur,nagpur,maize,other,faq,2023-07-29,1800.0,2000.0,1950.0
maharashtra,nagpur,nagpur,onion,red,faq,2023-07-29,1000.0,1500.0,1375.0
maharashtra,nagpur,nagpur,onion,white,faq,2023-07-29,2000.0,2400.0,2325.0
maharashtra,nagpur,nagpur,potato,local,faq,2023-07-29,1200.0,1600.0,1500.0
maharashtra,nagpur,nagpur,soyabean,other,faq,2023-07-29,4400.0,4950.0,4812.0
maharashtra,nagpur,nagpur,wheat,other,faq,2023-07-29,231.0,2450.0,2390.0
maharashtra,nagpur,nagpur,wheat,sharbati,faq,2023-07-29,3000.0,3200.0,3150.0
maharashtra,nagpur,savner,arhar (tur/red gram)(whole),other,faq,2023-07-29,9780.0,9830.0,9810.0
maharashtra,nagpur,savner,cotton,other,faq,2023-07-29,6900.0,6900.0,6900.0
maharashtra,nagpur,savner,soyabean,yellow,faq,2023-07-29,4858.0,4858.0,4858.0
maharashtra,nagpur,savner,wheat,other,faq,2023-07-29,2325.0,2325.0,2325.0
maharashtra,nashik,lasalgaon(niphad),bajra(pearl millet/cumbu),other,faq,2023-07-29,2699.0,2699.0,2699.0
maharashtra,nashik,lasalgaon(niphad),bengal gram(gram)(whole),other,faq,2023-07-29,5555.0,5555.0,5555.0
maharashtra,nashik,lasalgaon(niphad),maize,other,faq,2023-07-29,2375.0,2375.0,2375.0
maharashtra,nashik,lasalgaon(niphad),onion,other,faq,2023-07-29,400.0,1325.0,1150.0
maharashtra,nashik,lasalgaon(niphad),soyabean,other,faq,2023-07-29,3890.0,5012.0,4976.0
maharashtra,nashik,lasalgaon(niphad),wheat,maharashtra 2189,faq,2023-07-29,2336.0,2590.0,2440.0
maharashtra,nashik,lasalgaon(vinchur),onion,other,faq,2023-07-29,500.0,1612.0,1250.0
maharashtra,nashik,lasalgaon(vinchur),soyabean,other,faq,2023-07-29,3000.0,5021.0,4951.0
maharashtra,nashik,nasik,banana,khandesh,faq,2023-07-29,450.0,1050.0,750.0
maharashtra,nashik,nasik,bhindi(ladies finger),other,faq,2023-07-29,3710.0,4790.0,4166.0
maharashtra,nashik,nasik,bitter gourd,other,faq,2023-07-29,2500.0,4585.0,3335.0
maharashtra,nashik,nasik,bottle gourd,other,faq,2023-07-29,2000.0,4835.0,3600.0
maharashtra,nashik,nasik,brinjal,other,faq,2023-07-29,4000.0,5500.0,4750.0
maharashtra,nashik,nasik,cabbage,other,faq,2023-07-29,835.0,1835.0,1170.0
maharashtra,nashik,nasik,cauliflower,other,faq,2023-07-29,570.0,2140.0,1430.0
maharashtra,nashik,nasik,chilly capsicum,other,faq,2023-07-29,7500.0,10000.0,8750.0
maharashtra,nashik,nasik,cucumbar(kheera),other,faq,2023-07-29,1250.0,2750.0,2000.0
maharashtra,nashik,nasik,garlic,other,faq,2023-07-29,7500.0,19600.0,15200.0
maharashtra,nashik,nasik,guar,other,faq,2023-07-29,3000.0,5500.0,5000.0
maharashtra,nashik,nasik,lime,other,faq,2023-07-29,1000.0,1500.0,1375.0
maharashtra,nashik,nasik,onion,other,faq,2023-07-29,350.0,1400.0,950.0
maharashtra,nashik,nasik,pomegranate,other,faq,2023-07-29,400.0,10500.0,6500.0
maharashtra,nashik,nasik,potato,other,faq,2023-07-29,1300.0,1650.0,1450.0
maharashtra,nashik,nasik,ridgeguard(tori),other,faq,2023-07-29,5835.0,7500.0,6540.0
maharashtra,nashik,nasik,seetapal,other,faq,2023-07-29,2500.0,5000.0,3500.0
maharashtra,nashik,nasik,tender coconut,other,faq,2023-07-29,3000.0,5000.0,4000.0
maharashtra,nashik,pimpalgaon,onion,other,faq,2023-07-29,350.0,2781.0,1300.0
maharashtra,nashik,pimpalgaon,pomegranate,other,faq,2023-07-29,250.0,7450.0,4800.0
maharashtra,nashik,pimpalgaon baswant(saykheda),onion,other,faq,2023-07-29,350.0,1401.0,1040.0
maharashtra,pune,baramati,onion,red,faq,2023-07-29,200.0,1700.0,1250.0
maharashtra,pune,khed(chakan),bhindi(ladies finger),other,faq,2023-07-29,2000.0,3000.0,2500.0
maharashtra,pune,khed(chakan),bitter gourd,other,faq,2023-07-29,2500.0,3500.0,3000.0
maharashtra,pune,khed(chakan),bottle gourd,other,faq,2023-07-29,2000.0,3000.0,2500.0
maharashtra,pune,khed(chakan),brinjal,other,faq,2023-07-29,3000.0,4000.0,3500.0
maharashtra,pune,khed(chakan),cabbage,other,faq,2023-07-29,1000.0,1400.0,1200.0
maharashtra,pune,khed(chakan),carrot,other,faq,2023-07-29,2000.0,2500.0,2200.0
maharashtra,pune,khed(chakan),cauliflower,other,faq,2023-07-29,500.0,1500.0,1000.0
maharashtra,pune,khed(chakan),chilly capsicum,other,faq,2023-07-29,4000.0,6000.0,5000.0
maharashtra,pune,khed(chakan),coriander(leaves),other,faq,2023-07-29,100.0,400.0,200.0
maharashtra,pune,khed(chakan),cucumbar(kheera),other,faq,2023-07-29,800.0,1200.0,1000.0
maharashtra,pune,khed(chakan),drumstick,other,faq,2023-07-29,3000.0,4000.0,3500.0
maharashtra,pune,khed(chakan),green chilli,other,faq,2023-07-29,3000.0,6000.0,4500.0
